iid,gender,condtn,wave,round,order,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,from,zipcode,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,from_c
85,0,2,4,18,12,100,0,0.32,0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,0,7.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,5.0,8.0,8.0,5.0,8.0,3.0,7.0,6.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,15,101,0,0.18,0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,1,7.0,7.0,7.0,8.0,,7.0,7.0,6.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,4.0,7.0,9.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,1,102,0,-0.08,1,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,0,5.0,6.0,7.0,2.0,7.0,3.0,4.0,6.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,5.0,8.0,8.0,6.0,5.0,3.0,5.0,5.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,16,103,0,0.12,1,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,8.0,7.0,7.0,6.0,6.0,3.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,7,104,0,0.56,1,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,0,6.0,8.0,6.0,6.0,5.0,5.0,6.0,2.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,1,7.0,7.0,8.0,7.0,9.0,5.0,7.0,5.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,10,105,0,-0.14,0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,1,7.0,7.0,8.0,7.0,6.0,7.0,6.0,4.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,8.0,8.0,8.0,6.0,6.0,2.0,6.0,4.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,18,106,0,0.44,0,22.0,3.0,10.0,20.0,35.0,10.0,5.0,20.0,0,6.0,10.0,6.0,3.0,6.0,,4.0,5.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,6.0,8.0,7.0,6.0,8.0,2.0,6.0,5.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,9,107,1,0.56,1,21.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,1,8.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,1,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,13,108,0,0.33,1,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,0,7.0,7.0,6.0,5.0,4.0,3.0,5.0,3.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,6.0,6.0,6.0,4.0,6.0,1.0,5.0,5.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,5,109,0,0.59,0,25.0,4.0,15.0,10.0,30.0,10.0,5.0,30.0,1,7.0,10.0,8.0,8.0,7.0,4.0,7.0,5.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,6.0,8.0,7.0,5.0,6.0,2.0,6.0,6.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,4,110,0,0.54,1,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,1,6.0,8.0,8.0,8.0,8.0,,6.0,4.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,5.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
85,0,2,4,18,3,111,0,0.26,0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,0,3.0,8.0,7.0,6.0,7.0,6.0,6.0,3.0,2.0,30.0,Masters of Social Work,11.0,0,2.0,3.0,5.0,Arizona,85201.0,2.0,6.0,4.0,Social Services/ Policy,9.0,2.0,3.0,4.0,9.0,8.0,6.0,8.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,5.0,3.0,4.0,20.0,25.0,15.0,15.0,15.0,10.0,25.0,15.0,15.0,25.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,0,6.0,4.0,6.0,2.0,6.0,1.0,3.0,6.0,2.0,3.0,6.0,1.0,3.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,7.0
86,0,2,4,18,11,94,0,0.27,0,28.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,1,6.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,5.0,7.0,8.0,9.0,5.0,,7.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,13,95,0,0.3,1,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,1,8.0,8.0,8.0,9.0,6.0,9.0,9.0,8.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,1,96,0,0.11,0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,1,8.0,8.0,9.0,8.0,,8.0,9.0,7.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,6.0,7.0,7.0,4.0,,,5.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,7,97,1,-0.07,1,29.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,1,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,16,98,0,0.13,1,39.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,1,10.0,10.0,10.0,10.0,,10.0,10.0,4.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,7.0,8.0,7.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,4,99,0,0.8,1,28.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,0,5.0,8.0,7.0,4.0,8.0,5.0,6.0,8.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,17,100,1,0.32,0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,1,8.0,10.0,9.0,9.0,7.0,8.0,8.0,3.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,2,101,0,-0.13,0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,1,9.0,8.0,8.0,9.0,,6.0,9.0,6.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,6.0,7.0,7.0,5.0,7.0,4.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,6,102,0,-0.28,1,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,1,6.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,5.0,8.0,6.0,5.0,5.0,4.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,3,103,0,0.13,1,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,7.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,12,104,1,0.14,1,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,1,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,9.0,8.0,7.0,8.0,5.0,7.0,8.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,15,105,1,-0.06,0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,1,8.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,5,106,0,0.21,0,22.0,3.0,10.0,20.0,35.0,10.0,5.0,20.0,0,8.0,6.0,7.0,8.0,9.0,1.0,7.0,6.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,5.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,14,107,1,0.52,1,21.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,1,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,10.0,7.0,7.0,6.0,6.0,8.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,18,108,1,0.44,1,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,1,8.0,6.0,8.0,7.0,7.0,5.0,8.0,2.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,10.0,8.0,6.0,7.0,10.0,5.0,9.0,4.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,10,109,1,0.73,0,25.0,4.0,15.0,10.0,30.0,10.0,5.0,30.0,1,7.0,10.0,8.0,8.0,7.0,8.0,7.0,5.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,6.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,9,110,1,0.5,1,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,1,7.0,8.0,9.0,8.0,7.0,8.0,8.0,6.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,1,8.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
86,0,2,4,18,8,111,0,0.18,0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,0,5.0,6.0,7.0,4.0,7.0,3.0,4.0,3.0,2.0,22.0,Communications,3.0,0,2.0,1.0,1.0,"Minneapolis, MN",55424.0,2.0,7.0,1.0,Professor of Media Studies,2.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,1.0,6.0,4.0,7.0,5.0,10.0,10.0,10.0,2.0,2.0,6.0,15.0,20.0,20.0,20.0,5.0,20.0,40.0,10.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,9.0,4.0,0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,2.0,3.0,3.0,1.0,2.0,30.0,5.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,9.0,5.0,129.0
87,0,2,4,18,13,94,0,0.69,0,28.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,2.0,23.0,Social Work,11.0,0,2.0,8.0,10.0,NJ,7746.0,1.0,3.0,2.0,Social Worker,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,1.0,3.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,9.0,9.0,9.0,9.0,9.0,131.0
87,0,2,4,18,15,95,0,0.21,1,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,23.0,Social Work,11.0,0,2.0,8.0,10.0,NJ,7746.0,1.0,3.0,2.0,Social Worker,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,,1.0,3.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,9.0,9.0,9.0,9.0,9.0,131.0
87,0,2,4,18,3,96,0,0.16,0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,0,7.0,6.0,6.0,7.0,,,7.0,5.0,2.0,23.0,Social Work,11.0,0,2.0,8.0,10.0,NJ,7746.0,1.0,3.0,2.0,Social Worker,9.0,10.0,5.0,10.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,10.0,9.0,10.0,7.0,9.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,20.0,9.0,9.0,9.0,9.0,9.0,0,3.0,6.0,6.0,5.0,7.0,4.0,1.0,7.0,2.0,,1.0,3.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,9.0,9.0,9.0,9.0,9.0,131.0
